Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	32780830	34767364	1461	0.0102
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	34769814	39745949	3392	-0.0381
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	39748719	53557214	7687	0.0024
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	53558149	69943135	7936	-0.0273
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	69943285	80467834	6946	0.0161
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	80470018	85293017	2710	-0.0232
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	85293485	86025639	459	0.058
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	86025825	96358413	6203	-0.0282
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	96362989	100390107	2572	0.0192
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	100391417	105806454	3727	-0.0363
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	105806776	106637643	656	0.0655
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	13	106642239	114226675	4863	-9e-04
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	20033191	25509118	2434	0.0218
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	25509660	30228441	2660	-0.0355
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	30231409	39549926	5674	0.0192
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	39550068	48907809	4100	-0.0373
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	48908320	78141685	18186	0.014
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	78142356	87346663	6006	-0.0421
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	87346968	95633712	5230	0.0075
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	95635375	99915699	3098	-0.028
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	99916533	104257570	2115	0.0198
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	104259143	104261863	4	-0.6251
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	14	104263119	105533894	319	0.0451
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	15	23437561	27743337	2651	-0.044
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	15	27743786	53974553	13596	0.0118
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	15	53975413	55820196	1217	-0.0538
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	15	55820266	87964723	19139	0.0088
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	15	87964922	101344124	8241	-0.6423
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	603333	5260735	1764	0.0177
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	5260944	5600597	270	0.3928
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	5601840	5739201	91	-0.1973
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	5743162	5752386	9	-0.8527
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	5754159	6175026	367	-2.3593
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	6182136	6459008	144	-0.6644
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	6459670	6510525	52	-0.2613
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	6511229	6545897	52	-0.8022
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	6546180	6559047	19	-0.3509
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	6559562	6583259	24	-0.009
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	7081613	7082742	3	-0.8432
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	7316368	12432241	3802	-7e-04
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	12439344	12439752	3	-1.4274
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	12439764	52028347	10855	-0.0175
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	52030028	53458225	1025	0.0631
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	53458372	55139039	1345	-0.042
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	55139182	59260077	2655	0.0064
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	59260742	66092711	4536	-0.038
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	66098122	72438094	2786	0.0322
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	72439664	72911971	199	-0.0414
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	72920101	76206082	1940	0.0069
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	76206611	78553908	2123	-0.0471
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	78554460	78614075	44	-0.7312
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	78615101	78716991	106	-0.3535
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	78896319	78963159	45	-0.0362
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	78966462	78983160	27	-0.7516
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	78997340	79701216	749	-0.0583
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	16	79701756	89317317	6255	0.0037
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	17	1074619	70256907	31163	0.0036
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	17	70258549	72775640	2004	0.0606
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	17	72775880	82959812	4199	0.0097
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	326691	4422840	2041	0.03
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	4424245	21460075	6390	-0.0228
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	21461383	23580939	1105	0.0495
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	23583364	30486313	4322	-0.0306
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	30486386	36643603	3826	0.0177
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	36648512	45939559	5691	-0.0354
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	45940184	49005363	2045	0.0125
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	49005618	50362187	850	0.0669
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	50362969	57020582	4313	-0.005
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	57020798	58524402	1055	0.0543
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	58525593	63545242	3386	0.005
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	63546085	69599508	3183	-0.0242
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	69599641	70787902	655	0.0613
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	18	70788318	79349796	4129	-0.0278
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	19	283868	28473326	9686	0.0027
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	19	28473409	32813874	3110	-0.0441
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	19	32814434	58370362	11460	0.0084
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	20	472817	11632552	7176	0.0126
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	20	11639200	11670235	29	0.4667
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	20	11670720	16043191	2666	-0.0194
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	20	16043381	23859357	5916	0.0247
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	20	23859387	24365487	355	-0.0937
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	20	24365502	56022887	16402	0.004
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	20	56027228	63588502	5097	-0.0229
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	21	13974127	18981587	3118	-0.0044
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	21	18981764	24850387	3636	-0.0495
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	21	24851077	31363269	4416	-0.0211
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	21	31363764	45684532	9336	0.0281
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	21	45690088	46262057	312	-0.0234
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	22	16934932	17492851	331	-0.0644
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	22	17493756	25156983	1318	0.0216
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	22	25159316	28761499	2709	-0.032
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	22	28764449	32269538	1941	0.013
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	22	32269802	34891636	2316	-0.0284
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	22	34893360	47426930	7229	0.0147
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	22	47429560	48940621	1264	-0.063
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	3236359	9857069	1709	0.0049
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	9857321	13141206	1855	0.0365
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	13151636	16923104	2013	0.0723
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	16924598	53667276	16872	0.0305
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	53675381	98939037	15778	0.0079
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	98939456	118426242	9138	0.0375
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	118426958	127812827	4743	0.005
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	127813095	127821202	3	-0.9351
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	127821308	132018609	1731	0.0129
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	132019382	133834979	894	0.046
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	133835612	133882419	23	0.289
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	133884265	134904539	460	0.0397
SNORT_p_TCGA_b89_SNP_N_GenomeWideSNP_6_C02_777230	X	134905007	155677414	9229	-0.0059
