Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	81021451	88671891	5215	0.0392
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	88677032	98580000	6289	0.0724
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	98580231	104355693	3346	0.0246
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	104360264	104363524	2	-1.3616
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	104367820	106355913	1339	0.0401
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	106356271	109830848	2815	0.1001
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	109834682	113190098	2130	0.049
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	113192583	115363986	1605	0.1002
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	115364518	121508607	4497	0.0496
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	121508783	124285295	1759	0.1018
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	124288265	124289343	2	1.5418
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	9	124290224	138044505	7048	0.0999
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	366509	3897536	2036	0.0848
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	3898181	3898426	2	-1.4347
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	3898983	6431136	2018	0.0902
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	6431164	9766699	2483	0.023
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	9766751	15706479	4751	0.0667
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	15707444	18934183	2303	0.0272
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	18945795	20577923	1207	-0.0158
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	20577994	53445295	17037	0.0464
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	53447468	57205864	1791	-0.0038
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	57206911	62383597	3600	0.0607
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	62384334	67914590	3035	0.0232
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	67916625	81385763	8153	0.0683
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	81387712	83414393	1440	0.0044
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	83414638	105655732	13410	0.0561
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	105656104	108942229	2244	-0.0061
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	108942423	111746769	1798	0.0538
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	111747499	115453507	2525	0.0898
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	115456913	118296258	2005	0.0352
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	118297200	120747039	1729	0.073
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	120750062	120750851	3	-0.9828
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	120750877	122818080	1711	0.0927
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	122818241	122818365	2	-2.888
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	10	122819819	133411599	6249	0.073
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	456012	3657448	1081	0.1125
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	3658428	11206431	5014	0.055
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	11206754	12308374	1050	0.0911
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	12315765	12315776	2	-1.4414
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	12317262	20359791	5650	0.0693
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	20361816	20582027	162	0.0109
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	20583294	20584437	4	-1.2328
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	20584911	26573092	4036	0.0105
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	26574480	28099439	992	0.0853
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	28101969	28950889	428	0.02
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	28951622	29041395	65	-0.3299
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	29045466	31829323	1650	-0.0067
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	31831237	36899195	3655	0.066
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	36901122	42885545	3386	0
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	42888362	69200189	9339	0.0632
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	69205892	71863355	1420	0.1144
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	71864144	79154617	3963	0.0616
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	79154769	103738350	15447	0.0263
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	103744139	104648316	633	-0.0655
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	104789903	110911379	3605	0.0115
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	110911596	121694233	7577	0.0733
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	121694367	128755912	5230	0.026
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	128756878	131334995	1638	0.0919
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	131335043	133651877	1545	0.0164
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	11	133652311	134272740	271	0.0853
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	780472	7541421	4087	0.078
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	7545280	10216450	1097	-0.001
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	10217562	17140511	4217	0.0755
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	17141570	18569435	854	0.0282
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	18570817	18571622	2	-1.5683
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	18573364	23358313	3018	0.0404
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	23363209	25225739	1138	-0.0236
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	25226236	25492303	239	0.0266
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	25492430	38999921	5202	0.0497
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	39002388	46903749	4399	0.0084
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	46904183	59248498	6713	0.0665
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	59249698	62741297	2031	-0.0151
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	62742263	68760225	3867	0.0377
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	68763769	72109987	2134	0.0847
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	72110327	103368860	19073	0.0303
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	12	103369509	132605822	16451	0.0673
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	18874255	34423309	9728	0.0498
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	34423380	38453940	2657	-0.0101
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	38454327	41380023	1969	0.0311
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	41384587	46274372	3048	0.0649
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	46279321	64708530	8941	0.0168
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	64726321	64825923	73	0.6508
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	64898325	71210046	3338	-0.0143
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	71210489	74020397	1888	0.0776
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	74020426	75893492	1330	0.0294
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	75895322	76180519	248	0.0953
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	76187051	78971378	1788	-0.0022
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	78972844	80385072	896	0.0754
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	80385257	85009323	2549	0.0044
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	85010987	86060659	682	0.0696
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	86063064	87423382	687	0.0059
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	87428721	87430128	2	-1.4705
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	87444139	89983186	1434	-0.0241
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	89983858	91663903	1028	0.0463
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	91664326	95383811	2561	-0.0081
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	95386066	100793335	3293	0.0763
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	100793944	105787017	3468	0.0203
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	105787672	107121200	996	0.0998
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	107123528	109333290	1765	0.0476
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	13	109333596	114226675	2778	0.0988
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	20033191	25595417	2509	0.0777
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	25595492	30217364	2576	0.0042
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	30217747	40168468	5907	0.0607
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	40170253	53390702	6729	0.013
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	53391152	59811906	4268	0.0624
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	59812866	60579271	423	-0.01
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	60587054	60600097	2	-1.1882
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	60600559	62973510	1494	0.0238
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	62973809	73765366	6402	0.0645
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	73777655	73778904	3	-0.9953
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	73780707	78922070	3342	0.0732
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	78922299	88696584	6233	-0.0017
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	88696896	98783478	6830	0.0639
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	98974537	98974594	2	-1.3663
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	14	98982127	105533894	3149	0.0961
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	23437561	24702029	558	0.0891
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	24711247	27543967	1909	0.0316
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	27544553	31385388	619	0.0967
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	31387813	35475086	2144	0.6135
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	35475511	36356129	611	0.0396
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	36357119	37419764	765	-0.7869
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	37423871	38159415	456	0.0844
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	38164823	38679299	343	-0.7572
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	38685066	40878934	1422	0.0848
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	40880733	41406696	206	0.6199
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	41406923	41550701	59	0.0427
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	41553819	41629712	41	0.5928
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	41630081	56129330	8509	0.0573
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	56132612	60455364	2774	-0.7688
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	60459488	60459577	2	-2.6572
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	60467423	61019519	483	-0.7857
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	61019766	61020084	4	-1.8588
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	61020363	63383242	1865	-0.7871
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	63385304	65648460	1061	0.0702
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	65658190	67119711	1024	-0.763
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	67120717	67131220	9	0.0668
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	67133118	67159436	27	-0.6837
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	67161551	67166592	4	-1.448
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	67167603	67203317	25	-0.7873
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	67206895	69079076	1128	0.0945
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	69082724	69333988	139	-0.7337
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	69337483	75017004	3345	0.0984
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	75020411	78353254	1482	-0.7295
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	78355820	91957842	8048	0.0722
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	91961997	92909067	903	-0.7679
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	92910935	98643750	3562	0.0695
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	15	98654662	101344124	1344	-0.7833
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	603333	1532305	159	0.6784
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	1535114	2862082	437	0.1019
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	2866093	3801224	401	0.5958
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	3802433	3802528	2	-0.6038
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	3805649	4356894	307	0.6104
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	4365321	4435985	24	0.1257
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	4437452	4499672	49	0.5993
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	4501829	5446372	551	0.1117
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	5446782	5460605	6	-0.6828
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	5469599	5824638	289	0.0977
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	5835018	5897448	68	0.6048
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	5961339	6054117	102	0.1094
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	6089139	6561882	379	0.6101
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	6562736	7739609	497	0.0941
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	7741217	8075070	121	0.6347
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	8077967	9914596	1377	0.1094
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	9919897	11980473	1492	0.5932
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	11983651	59684579	16524	0.07
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	59684853	65340215	3598	0.0116
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	65341341	76140676	5520	0.0885
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	76149627	79947232	3456	0.0195
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	16	79947818	89317317	5950	0.1005
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	1074619	7736431	3232	-0.6757
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	7741014	7753007	3	-2.881
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	7758490	8908332	633	-0.6947
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	8910238	20140109	5556	-0.7628
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	20140497	26943385	356	-0.7055
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	26943491	28287993	662	0.0796
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	28293068	28508904	82	-0.6905
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	28510170	28510520	3	0.2917
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	28511274	28796798	103	-0.6802
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	28805609	29640696	373	0.0653
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	29649718	33280435	1780	-0.7513
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	33280852	37714971	1916	0.0799
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	37715665	42002759	1843	-0.7319
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	42003449	43437078	574	0.0676
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	43444725	48630445	1916	-0.7297
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	48639345	52036157	1747	0.0735
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	52052439	54753045	1472	0.0078
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	54753712	57298228	1992	0.0774
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	57300559	57887473	456	-0.7863
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	57890976	57917599	19	1.9056
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	57920798	59804741	846	0.0649
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	59812385	63547188	1741	-0.7421
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	63552331	64772394	572	0.0509
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	64787495	64867438	14	-0.7261
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	64867506	64952455	13	-0.1928
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	64952808	65288348	228	-0.7863
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	65290470	65292970	6	0.705
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	65297521	65373041	49	-0.8054
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	65374057	65681521	203	2.0533
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	65682717	68041227	1412	1.7315
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	68062805	70651025	1649	2.229
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	70651680	70687363	34	0.5688
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	70692842	71205313	442	0.9637
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	71205670	72490542	995	0.1016
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	72491410	75761306	1436	-0.7384
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	75768556	78103792	1115	0.0934
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	78106310	79245328	443	-0.752
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	79245485	79261263	20	-0.3001
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	79262073	79271487	9	-0.7668
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	79272003	79272071	2	-2.3808
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	79272174	79877519	239	-0.7595
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	79878996	79879150	4	-2.28
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	79882816	79997478	75	-0.755
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	80003498	80005417	4	0.502
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	80030491	81061328	490	-0.7641
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	81069175	81951455	207	0.6665
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	81965842	82066440	16	1.0809
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	82066659	82306717	38	0.6536
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	82311405	82916226	303	-0.7385
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	17	82916667	82959812	33	0.1241
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	326691	11445964	6667	0.1173
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	11445967	11446202	2	-1.7033
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	11446246	13240191	973	0.1221
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	13240773	14469466	600	-0.7143
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	14470640	14660483	47	-0.3889
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	14661644	23540071	1228	-0.7357
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	23540461	30496112	4350	-0.8136
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	30496733	33364117	1866	-0.7447
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	33370825	47955555	8925	-0.803
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	47956484	47956558	2	-2.732
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	47956796	56981654	5884	-0.7879
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	56982480	58926887	1303	-0.719
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	18	58929797	79349796	11132	-0.8006
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	19	283868	11053013	3787	0.0765
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	19	11057986	11058376	2	-1.4175
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	19	11066732	58370362	20466	0.0659
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	472817	15979499	9791	-0.6941
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	15980908	15981044	2	-2.6205
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	15985274	25856889	7060	-0.6818
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	25858863	26010660	64	0.0247
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	26091946	36872258	2687	0.6033
FAMED_p_TCGAb66and76_SNP_N_GenomeWideSNP_6_H10_730114	20	36872447	37190393	247	0.4711
